ENSEMBL,AZD1775,Olap.AZD1775,Olaparib,ENTREZID,SYMBOL,GENENAME
ENSG00000185798,1,0,0,348793,WDR53,WD repeat domain 53
ENSG00000163961,-1,0,0,165918,RNF168,ring finger protein 168
ENSG00000213123,1,0,0,255758,TCTEX1D2,Tctex1 domain containing 2
ENSG00000161217,-1,0,0,5130,PCYT1A,"phosphate cytidylyltransferase 1, choline, alpha"
ENSG00000061938,-1,0,0,10188,TNK2,tyrosine kinase non receptor 2
ENSG00000224769,-1,0,0,,,
ENSG00000184203,1,0,0,5504,PPP1R2,protein phosphatase 1 regulatory inhibitor subunit 2
ENSG00000185112,-1,0,0,131583,FAM43A,family with sequence similarity 43 member A
ENSG00000041802,0,0,-1,55341,LSG1,large 60S subunit nuclear export GTPase 1
ENSG00000231770,1,0,0,,,
ENSG00000230102,1,0,0,285389,LINC02028,long intergenic non-protein coding RNA 2028
ENSG00000163923,1,0,0,116832,RPL39L,ribosomal protein L39 like
ENSG00000073849,-1,0,0,6480,ST6GAL1,"ST6 beta-galactoside alpha-2,6-sialyltransferase 1"
ENSG00000156976,1,0,0,1974,EIF4A2,eukaryotic translation initiation factor 4A2
ENSG00000163898,0,0,-1,200879,LIPH,lipase H
ENSG00000114859,-1,0,0,1181,CLCN2,chloride voltage-gated channel 2
ENSG00000114867,-1,0,0,1981,EIF4G1,eukaryotic translation initiation factor 4 gamma 1
ENSG00000175166,-1,0,0,5708,PSMD2,"proteasome 26S subunit, non-ATPase 2"
ENSG00000161204,-1,0,0,55324,ABCF3,ATP binding cassette subfamily F member 3
ENSG00000161202,-1,0,0,1857,DVL3,dishevelled segment polarity protein 3
ENSG00000228205,1,0,0,,,
ENSG00000175193,1,0,0,55486,PARL,presenilin associated rhomboid like
ENSG00000163872,-1,0,0,55689,YEATS2,YEATS domain containing 2
ENSG00000205981,1,0,0,131118,DNAJC19,DnaJ heat shock protein family (Hsp40) member C19
ENSG00000163728,1,0,0,151613,TTC14,tetratricopeptide repeat domain 14
ENSG00000136521,1,0,0,4711,NDUFB5,NADH:ubiquinone oxidoreductase subunit B5
ENSG00000136522,1,0,0,57129,MRPL47,mitochondrial ribosomal protein L47
ENSG00000136518,1,0,0,86,ACTL6A,actin like 6A
ENSG00000114450,0,0,1,59345,GNB4,G protein subunit beta 4
ENSG00000242539,0,0,1,,,
ENSG00000269728,0,0,1,,,
ENSG00000171109,1,0,0,55669,MFN1,mitofusin 1
ENSG00000224611,1,0,0,,,
ENSG00000163584,1,0,0,200916,RPL22L1,ribosomal protein L22 like 1
ENSG00000085274,1,0,0,55892,MYNN,myoneurin
ENSG00000244381,1,0,0,,,
ENSG00000163536,1,0,0,5274,SERPINI1,serpin family I member 1
ENSG00000114209,1,0,0,11235,PDCD10,programmed cell death 10
ENSG00000169251,1,0,0,51068,NMD3,NMD3 ribosome export adaptor
ENSG00000169255,1,0,0,8706,B3GALNT1,"beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)"
ENSG00000260572,1,0,0,,,
ENSG00000229320,-1,0,0,,,
ENSG00000213186,1,0,0,286827,TRIM59,tripartite motif containing 59
ENSG00000068885,1,0,0,57560,IFT80,intraflagellar transport 80
ENSG00000184100,-1,0,0,,,
ENSG00000178053,1,0,0,4291,MLF1,myeloid leukemia factor 1
ENSG00000174891,1,0,0,51319,RSRC1,arginine and serine rich coiled-coil 1
ENSG00000174899,1,0,0,152078,PQLC2L,PQ loop repeat containing 2 like
ENSG00000197415,1,0,0,79674,VEPH1,ventricular zone expressed PH domain containing 1
ENSG00000163660,1,0,0,57018,CCNL1,cyclin L1
ENSG00000114850,1,0,0,6747,SSR3,signal sequence receptor subunit 3
ENSG00000240489,-1,0,0,,,
ENSG00000169359,1,0,0,9197,SLC33A1,solute carrier family 33 member 1
ENSG00000174928,1,0,0,285315,C3orf33,chromosome 3 open reading frame 33
ENSG00000152601,1,0,0,4154,MBNL1,muscleblind like splicing regulator 1
ENSG00000240137,1,0,0,101928085,ERICH6-AS1,ERICH6 antisense RNA 1
ENSG00000198843,1,0,0,51714,SELENOT,selenoprotein T
ENSG00000120742,1,0,0,27230,SERP1,stress associated endoplasmic reticulum protein 1
ENSG00000224831,1,0,0,,,
ENSG00000268175,1,0,0,,,
ENSG00000070087,1,0,0,5217,PFN2,profilin 2
ENSG00000082996,1,0,0,11342,RNF13,ring finger protein 13
ENSG00000114744,1,0,0,51122,COMMD2,COMM domain containing 2
ENSG00000240541,1,0,0,100874091,TM4SF1-AS1,TM4SF1 antisense RNA 1
ENSG00000163754,1,0,0,2992,GYG1,glycogenin 1
ENSG00000241627,-1,0,0,,,
ENSG00000153002,0,0,1,1360,CPB1,carboxypeptidase B1
ENSG00000174963,0,0,1,84107,ZIC4,Zic family member 4
ENSG00000188313,1,0,0,5359,PLSCR1,phospholipid scramblase 1
ENSG00000144935,1,0,0,7220,TRPC1,transient receptor potential cation channel subfamily C member 1
ENSG00000233597,1,0,0,,,
ENSG00000114125,1,0,0,9616,RNF7,ring finger protein 7
ENSG00000155893,-1,0,0,92370,PXYLP1,2-phosphoxylose phosphatase 1
ENSG00000175110,1,0,0,56945,MRPS22,mitochondrial ribosomal protein S22
ENSG00000051382,-1,0,0,5291,PIK3CB,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta"
ENSG00000114107,1,0,0,80321,CEP70,centrosomal protein 70
ENSG00000240695,1,0,0,,,
ENSG00000118007,-1,0,0,10274,STAG1,stromal antigen 1
ENSG00000114054,1,0,0,5096,PCCB,propionyl-CoA carboxylase subunit beta
ENSG00000154928,-1,0,0,2047,EPHB1,EPH receptor B1
ENSG00000114019,-1,0,0,51421,AMOTL2,angiomotin like 2
ENSG00000144867,1,0,0,58477,SRPRB,SRP receptor subunit beta
ENSG00000163781,-1,0,0,11073,TOPBP1,DNA topoisomerase II binding protein 1
ENSG00000091527,-1,0,0,55573,CDV3,CDV3 homolog
ENSG00000144868,-1,0,0,66000,TMEM108,transmembrane protein 108
ENSG00000240854,1,0,0,,,
ENSG00000198585,-1,0,0,131870,NUDT16,nudix hydrolase 16
ENSG00000232829,1,0,0,,,
ENSG00000196455,-1,0,0,30849,PIK3R4,phosphoinositide-3-kinase regulatory subunit 4
ENSG00000249846,1,0,0,105374104,LINC02021,long intergenic non-protein coding RNA 2021
ENSG00000172765,-1,0,0,23023,TMCC1,transmembrane and coiled-coil domain family 1
ENSG00000163913,-1,0,0,55764,IFT122,intraflagellar transport 122
ENSG00000172780,-1,0,0,339122,RAB43,"RAB43, member RAS oncogene family"
ENSG00000163902,1,0,0,6184,RPN1,ribophorin I
ENSG00000175792,1,0,0,8607,RUVBL1,RuvB like AAA ATPase 1
ENSG00000058262,-1,0,0,29927,SEC61A1,SEC61 translocon alpha 1 subunit
ENSG00000114554,-1,0,0,5361,PLXNA1,plexin A1
ENSG00000159650,-1,0,0,131669,UROC1,urocanate hydratase 1
ENSG00000241288,0,0,1,101927056,LINC02614,long intergenic non-protein coding RNA 2614
ENSG00000065371,1,0,0,54763,ROPN1,rhophilin associated tail protein 1
ENSG00000239523,1,0,0,100506826,MYLK-AS1,MYLK antisense RNA 1
ENSG00000121542,1,0,0,26984,SEC22A,"SEC22 homolog A, vesicle trafficking protein"
ENSG00000169087,1,0,0,79663,HSPBAP1,HSPB1 associated protein 1
ENSG00000272758,1,0,0,102723582,LOC102723582,uncharacterized LOC102723582
ENSG00000114023,1,0,0,26355,FAM162A,family with sequence similarity 162 member A
ENSG00000160124,1,0,0,131076,CCDC58,coiled-coil domain containing 58
ENSG00000145088,1,0,0,55840,EAF2,ELL associated factor 2
ENSG00000153767,1,0,0,2960,GTF2E1,general transcription factor IIE subunit 1
ENSG00000065518,1,0,0,4710,NDUFB4,NADH:ubiquinone oxidoreductase subunit B4
ENSG00000163389,1,0,0,56983,POGLUT1,protein O-glucosyltransferase 1
ENSG00000176142,1,0,0,55254,TMEM39A,transmembrane protein 39A
ENSG00000185565,0,0,-1,4045,LSAMP,limbic system associated membrane protein
ENSG00000151576,-1,0,0,79691,QTRT2,queuine tRNA-ribosyltransferase accessory subunit 2
ENSG00000241889,-1,0,0,,,
ENSG00000144857,-1,0,0,91653,BOC,"BOC cell adhesion associated, oncogene regulated"
ENSG00000163607,1,0,0,29083,GTPBP8,GTP binding protein 8 (putative)
ENSG00000138459,1,0,0,55032,SLC35A5,solute carrier family 35 member A5
ENSG00000144827,1,0,0,55347,ABHD10,abhydrolase domain containing 10
ENSG00000163507,1,0,0,57650,CIP2A,cell proliferation regulating inhibitor of protein phosphatase 2A
ENSG00000196776,1,0,0,961,CD47,CD47 molecule
ENSG00000114391,1,0,0,6152,RPL24,ribosomal protein L24
ENSG00000242299,1,0,0,,,
ENSG00000081154,1,0,0,57092,PCNP,PEST proteolytic signal containing nuclear protein
ENSG00000174173,1,0,0,54931,TRMT10C,"tRNA methyltransferase 10C, mitochondrial RNase P subunit"
ENSG00000138468,1,0,0,57337,SENP7,SUMO specific peptidase 7
ENSG00000154174,1,0,0,9868,TOMM70,translocase of outer mitochondrial membrane 70
ENSG00000114021,1,0,0,56954,NIT2,nitrilase family member 2
ENSG00000036054,1,0,0,55773,TBC1D23,TBC1 domain family member 23
ENSG00000064225,1,0,0,10402,ST3GAL6,"ST3 beta-galactoside alpha-2,3-sialyltransferase 6"
ENSG00000080819,1,0,0,1371,CPOX,coproporphyrinogen oxidase
ENSG00000080822,1,0,0,56650,CLDND1,claudin domain containing 1
ENSG00000113966,1,0,0,84100,ARL6,ADP ribosylation factor like GTPase 6
ENSG00000244048,1,0,0,,,
ENSG00000178660,1,0,0,,,
ENSG00000179021,1,0,0,285237,C3orf38,chromosome 3 open reading frame 38
ENSG00000163320,1,0,0,8545,CGGBP1,CGG triplet repeat binding protein 1
ENSG00000083937,1,0,0,25978,CHMP2B,charged multivesicular body protein 2B
ENSG00000239440,0,0,1,105377180,LINC02008,long intergenic non-protein coding RNA 2008
ENSG00000213300,-1,0,0,,,
ENSG00000144736,1,0,0,55164,SHQ1,"SHQ1, H/ACA ribonucleoprotein assembly factor"
ENSG00000114541,-1,0,0,23150,FRMD4B,FERM domain containing 4B
ENSG00000144744,1,0,0,9039,UBA3,ubiquitin like modifier activating enzyme 3
ENSG00000163378,1,0,0,285203,EOGT,EGF domain specific O-linked N-acetylglucosamine transferase
ENSG00000241506,1,0,0,,,
ENSG00000172340,1,0,0,8801,SUCLG2,succinate-CoA ligase GDP-forming beta subunit
ENSG00000163376,1,0,0,84541,KBTBD8,kelch repeat and BTB domain containing 8
ENSG00000163636,1,0,0,9861,PSMD6,"proteasome 26S subunit, non-ATPase 6"
ENSG00000163634,1,0,0,80145,THOC7,THO complex 7
ENSG00000226082,1,0,0,,,
ENSG00000153266,0,0,1,55079,FEZF2,FEZ family zinc finger 2
ENSG00000114405,1,0,0,57415,C3orf14,chromosome 3 open reading frame 14
ENSG00000226360,1,0,0,,,
ENSG00000168309,-1,0,0,11170,FAM107A,family with sequence similarity 107 member A
ENSG00000168301,1,0,0,200845,KCTD6,potassium channel tetramerization domain containing 6
ENSG00000168291,1,0,0,5162,PDHB,pyruvate dehydrogenase E1 beta subunit
ENSG00000213509,1,0,0,,,
ENSG00000168374,1,0,0,378,ARF4,ADP ribosylation factor 4
ENSG00000144730,-1,0,0,54756,IL17RD,interleukin 17 receptor D
ENSG00000114251,0,0,1,7474,WNT5A,Wnt family member 5A
ENSG00000113811,1,0,0,58515,SELENOK,selenoprotein K
ENSG00000056736,1,0,0,55540,IL17RB,interleukin 17 receptor B
ENSG00000163932,-1,0,0,5580,PRKCD,protein kinase C delta
ENSG00000114902,1,0,0,28972,SPCS1,signal peptidase complex subunit 1
ENSG00000168273,1,0,0,440957,SMIM4,small integral membrane protein 4
ENSG00000010322,-1,0,0,11188,NISCH,nischarin
ENSG00000163930,-1,0,0,8314,BAP1,BRCA1 associated protein 1
ENSG00000164091,-1,0,0,80335,WDR82,WD repeat domain 82
ENSG00000164086,-1,0,0,1849,DUSP7,dual specificity phosphatase 7
ENSG00000162244,1,0,0,6159,RPL29,ribosomal protein L29
ENSG00000090097,-1,0,0,57060,PCBP4,poly(rC) binding protein 4
ENSG00000041880,-1,0,0,10039,PARP3,poly(ADP-ribose) polymerase family member 3
ENSG00000164080,-1,0,0,23132,RAD54L2,RAD54 like 2
ENSG00000179837,-1,0,0,,,
ENSG00000114388,1,0,0,10641,NPRL2,"NPR2 like, GATOR1 complex subunit"
ENSG00000004838,1,0,0,51364,ZMYND10,zinc finger MYND-type containing 10
ENSG00000114383,1,0,0,11334,TUSC2,"tumor suppressor 2, mitochondrial calcium regulator"
ENSG00000068001,1,0,0,8692,HYAL2,hyaluronidase 2
ENSG00000012171,-1,0,0,7869,SEMA3B,semaphorin 3B
ENSG00000114353,-1,0,0,2771,GNAI2,G protein subunit alpha i2
ENSG00000176095,-1,0,0,9807,IP6K1,inositol hexakisphosphate kinase 1
ENSG00000164068,-1,0,0,63891,RNF123,ring finger protein 123
ENSG00000233276,1,0,0,2876,GPX1,glutathione peroxidase 1
ENSG00000172046,-1,0,0,10869,USP19,ubiquitin specific peptidase 19
ENSG00000178252,-1,0,0,11180,WDR6,WD repeat domain 6
ENSG00000178467,0,0,-1,54681,P4HTM,"prolyl 4-hydroxylase, transmembrane"
ENSG00000068745,1,0,0,51447,IP6K2,inositol hexakisphosphate kinase 2
ENSG00000010256,1,0,0,7384,UQCRC1,ubiquinol-cytochrome c reductase core protein 1
ENSG00000164054,-1,0,0,51246,SHISA5,shisa family member 5
ENSG00000232112,1,0,0,51372,TMA7,translation machinery associated 7 homolog
ENSG00000164050,-1,0,0,5364,PLXNB1,plexin B1
ENSG00000047849,-1,0,0,4134,MAP4,microtubule associated protein 4
ENSG00000132153,-1,0,0,22907,DHX30,DExH-box helicase 30
ENSG00000163832,1,0,0,54859,ELP6,elongator acetyltransferase complex subunit 6
ENSG00000114650,-1,0,0,22937,SCAP,SREBF chaperone
ENSG00000076201,-1,0,0,25930,PTPN23,protein tyrosine phosphatase non-receptor type 23
ENSG00000211456,1,0,0,22908,SACM1L,SAC1 like phosphatidylinositide phosphatase
ENSG00000169964,1,0,0,131616,TMEM42,transmembrane protein 42
ENSG00000169981,1,0,0,7584,ZNF35,zinc finger protein 35
ENSG00000214820,-1,0,0,,,
ENSG00000179152,1,0,0,285343,TCAIM,"T cell activation inhibitor, mitochondrial"
ENSG00000181061,1,0,0,25994,HIGD1A,HIG1 hypoxia inducible domain family member 1A
ENSG00000010282,0,0,1,57467,HHATL,hedgehog acyltransferase like
ENSG00000008324,1,0,0,51188,SS18L2,SS18 like 2
ENSG00000114812,-1,0,0,7433,VIPR1,vasoactive intestinal peptide receptor 1
ENSG00000168036,1,0,0,1499,CTNNB1,catenin beta 1
ENSG00000188846,1,0,0,9045,RPL14,ribosomal protein L14
ENSG00000223797,1,0,0,285266,ENTPD3-AS1,ENTPD3 antisense RNA 1
ENSG00000114784,1,0,0,10289,EIF1B,eukaryotic translation initiation factor 1B
ENSG00000168028,1,0,0,3921,RPSA,ribosomal protein SA
ENSG00000114745,-1,0,0,64689,GORASP1,golgi reassembly stacking protein 1
ENSG00000172936,-1,0,0,4615,MYD88,MYD88 innate immune signal transduction adaptor
ENSG00000187091,0,0,-1,5333,PLCD1,phospholipase C delta 1
ENSG00000144674,-1,0,0,2803,GOLGA4,golgin A4
ENSG00000224858,1,0,0,,,
ENSG00000076242,1,0,0,4292,MLH1,mutL homolog 1
ENSG00000178567,1,0,0,9852,EPM2AIP1,EPM2A interacting protein 1
ENSG00000236165,1,0,0,,,
ENSG00000153558,1,0,0,25827,FBXL2,F-box and leucine rich repeat protein 2
ENSG00000144635,1,0,0,51143,DYNC1LI1,dynein cytoplasmic 1 light intermediate chain 1
ENSG00000170293,0,0,-1,152189,CMTM8,CKLF like MARVEL transmembrane domain containing 8
ENSG00000144645,-1,0,0,114884,OSBPL10,oxysterol binding protein like 10
ENSG00000187118,1,0,0,152100,CMC1,C-X9-C motif containing 1
ENSG00000224237,1,0,0,,,
ENSG00000151093,1,0,0,54995,OXSM,"3-oxoacyl-ACP synthase, mitochondrial"
ENSG00000197885,1,0,0,28512,NKIRAS1,NFKB inhibitor interacting Ras like 1
ENSG00000170142,1,0,0,7324,UBE2E1,ubiquitin conjugating enzyme E2 E1
ENSG00000182247,1,0,0,7325,UBE2E2,ubiquitin conjugating enzyme E2 E2
ENSG00000215016,1,0,0,,,
ENSG00000132967,1,0,0,,,
ENSG00000182568,-1,0,0,6304,SATB1,SATB homeobox 1
ENSG00000154814,1,0,0,92106,OXNAD1,oxidoreductase NAD binding domain containing 1
ENSG00000154813,1,0,0,285381,DPH3,diphthamide biosynthesis 3
ENSG00000169814,1,0,0,686,BTD,biotinidase
ENSG00000131373,1,0,0,26061,HACL1,2-hydroxyacyl-CoA lyase 1
ENSG00000206562,1,0,0,131965,METTL6,methyltransferase like 6
ENSG00000131370,-1,0,0,9467,SH3BP5,SH3 domain binding protein 5
ENSG00000131389,-1,0,0,6533,SLC6A6,solute carrier family 6 member 6
ENSG00000154767,-1,0,0,7508,XPC,"XPC complex subunit, DNA damage recognition and repair factor"
ENSG00000132182,-1,0,0,23225,NUP210,nucleoporin 210
ENSG00000144711,-1,0,0,9922,IQSEC1,IQ motif and Sec7 domain 1
ENSG00000144713,1,0,0,6161,RPL32,ribosomal protein L32
ENSG00000088726,1,0,0,55287,TMEM40,transmembrane protein 40
ENSG00000132155,-1,0,0,5894,RAF1,"Raf-1 proto-oncogene, serine/threonine kinase"
ENSG00000144559,1,0,0,132001,TAMM41,TAM41 mitochondrial translocator assembly and maintenance homolog
ENSG00000144560,-1,0,0,9686,VGLL4,vestigial like family member 4
ENSG00000197548,1,0,0,10533,ATG7,autophagy related 7
ENSG00000132164,0,0,1,6538,SLC6A11,solute carrier family 6 member 11
ENSG00000157020,1,0,0,6396,SEC13,"SEC13 homolog, nuclear pore and COPII coat complex component"
ENSG00000157014,-1,0,0,9797,TATDN2,TatD DNase domain containing 2
ENSG00000254999,1,0,0,55845,BRK1,BRICK1 subunit of SCAR/WAVE actin nucleating complex
ENSG00000144554,1,0,0,2177,FANCD2,FA complementation group D2
ENSG00000125037,1,0,0,55831,EMC3,ER membrane protein complex subunit 3
ENSG00000163702,-1,0,0,84818,IL17RC,interleukin 17 receptor C
ENSG00000163701,-1,0,0,132014,IL17RE,interleukin 17 receptor E
ENSG00000171135,1,0,0,84522,JAGN1,jagunal homolog 1
ENSG00000171148,-1,0,0,10474,TADA3,transcriptional adaptor 3
ENSG00000156983,-1,0,0,7862,BRPF1,bromodomain and PHD finger containing 1
ENSG00000168137,-1,0,0,55209,SETD5,SET domain containing 5
ENSG00000206573,1,0,0,440944,THUMPD3-AS1,THUMPD3 antisense RNA 1
ENSG00000180914,-1,0,0,5021,OXTR,oxytocin receptor
ENSG00000236152,1,0,0,,,
ENSG00000170364,1,0,0,6419,SETMAR,SET domain and mariner transposase fusion gene
ENSG00000229241,1,0,0,,,
ENSG00000271870,1,0,0,,,
ENSG00000113851,1,0,0,51185,CRBN,cereblon
ENSG00000072756,1,0,0,51095,TRNT1,tRNA nucleotidyl transferase 1
ENSG00000180902,-1,0,0,728294,D2HGDH,D-2-hydroxyglutarate dehydrogenase
ENSG00000176946,-1,0,0,51078,THAP4,THAP domain containing 4
ENSG00000115694,-1,0,0,10494,STK25,serine/threonine kinase 25
ENSG00000168385,1,0,0,4735,SEPTIN2,septin 2
ENSG00000115677,-1,0,0,3069,HDLBP,high density lipoprotein binding protein
ENSG00000142330,-1,0,0,11132,CAPN10,calpain 10
ENSG00000142327,-1,0,0,57140,RNPEPL1,arginyl aminopeptidase like 1
ENSG00000188542,1,0,0,285193,DUSP28,dual specificity phosphatase 28
ENSG00000063660,-1,0,0,2817,GPC1,glypican 1
ENSG00000172428,1,0,0,150678,COPS9,COP9 signalosome subunit 9
ENSG00000222020,1,0,0,101928111,HDAC4-AS1,HDAC4 antisense RNA 1
ENSG00000065802,-1,0,0,51665,ASB1,ankyrin repeat and SOCS box containing 1
ENSG00000178752,0,0,1,151176,ERFE,erythroferrone
ENSG00000184182,1,0,0,140739,UBE2F,ubiquitin conjugating enzyme E2 F (putative)
ENSG00000115648,-1,0,0,79083,MLPH,melanophilin
ENSG00000228499,1,0,0,,,
ENSG00000157985,-1,0,0,116987,AGAP1,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1"
ENSG00000085982,-1,0,0,55230,USP40,ubiquitin specific peptidase 40
ENSG00000077044,-1,0,0,8527,DGKD,diacylglycerol kinase delta
ENSG00000135930,1,0,0,9470,EIF4E2,eukaryotic translation initiation factor 4E family member 2
ENSG00000221944,1,0,0,200765,TIGD1,tigger transposable element derived 1
ENSG00000156973,1,0,0,5147,PDE6D,phosphodiesterase 6D
ENSG00000115053,-1,0,0,4691,NCL,nucleolin
ENSG00000237758,1,0,0,,,
ENSG00000067066,1,0,0,6672,SP100,SP100 nuclear antigen
ENSG00000135900,1,0,0,65080,MRPL44,mitochondrial ribosomal protein L44
ENSG00000235225,1,0,0,,,
ENSG00000116120,0,0,-1,10056,FARSB,phenylalanyl-tRNA synthetase subunit beta
ENSG00000163082,-1,0,0,130367,SGPP2,sphingosine-1-phosphate phosphatase 2
ENSG00000114923,-1,0,0,6508,SLC4A3,solute carrier family 4 member 3
ENSG00000124006,-1,0,0,23363,OBSL1,obscurin like 1
ENSG00000188760,-1,0,0,130612,TMEM198,transmembrane protein 198
ENSG00000123989,-1,0,0,79586,CHPF,chondroitin polymerizing factor
ENSG00000072195,-1,0,0,10290,SPEG,striated muscle enriched protein kinase
ENSG00000135924,-1,0,0,3300,DNAJB2,DnaJ heat shock protein family (Hsp40) member B2
ENSG00000198925,-1,0,0,79065,ATG9A,autophagy related 9A
ENSG00000144567,-1,0,0,79137,RETREG2,reticulophagy regulator family member 2
ENSG00000135912,-1,0,0,9654,TTLL4,tubulin tyrosine ligase like 4
ENSG00000115568,-1,0,0,7701,ZNF142,zinc finger protein 142
ENSG00000144579,-1,0,0,58190,CTDSP1,CTD small phosphatase 1
ENSG00000127838,1,0,0,25953,PNKD,PNKD metallo-beta-lactamase domain containing
ENSG00000079308,-1,0,0,7145,TNS1,tensin 1
ENSG00000115461,0,0,1,3488,IGFBP5,insulin like growth factor binding protein 5
ENSG00000230076,1,0,0,,,
ENSG00000213917,1,0,0,,,
ENSG00000270659,1,0,0,,,
ENSG00000197713,1,0,0,6120,RPE,ribulose-5-phosphate-3-epimerase
ENSG00000118263,-1,0,0,8609,KLF7,Kruppel like factor 7
ENSG00000118246,1,0,0,22868,FASTKD2,FAST kinase domains 2
ENSG00000138400,1,0,0,130752,MDH1B,malate dehydrogenase 1B
ENSG00000114942,1,0,0,1933,EEF1B2,eukaryotic translation elongation factor 1 beta 2
ENSG00000180672,0,0,-1,,,
ENSG00000118257,0,0,-1,8828,NRP2,neuropilin 2
ENSG00000119004,1,0,0,57404,CYP20A1,cytochrome P450 family 20 subfamily A member 1
ENSG00000116030,1,0,0,7341,SUMO1,small ubiquitin like modifier 1
ENSG00000119013,1,0,0,4709,NDUFB3,NADH:ubiquinone oxidoreductase subunit B3
ENSG00000115942,1,0,0,4999,ORC2,origin recognition complex subunit 2
ENSG00000196290,1,0,0,60491,NIF3L1,NGG1 interacting factor 3 like 1
ENSG00000240344,1,0,0,53938,PPIL3,peptidylprolyl isomerase like 3
ENSG00000013441,1,0,0,1195,CLK1,CDC like kinase 1
ENSG00000082153,1,0,0,9689,BZW1,basic leucine zipper and W2 domains 1
ENSG00000163535,1,0,0,151246,SGO2,shugoshin 2
ENSG00000196141,0,0,-1,26010,SPATS2L,spermatogenesis associated serine rich 2 like
ENSG00000162971,1,0,0,129450,TYW5,tRNA-yW synthesizing protein 5
ENSG00000115540,1,0,0,25843,MOB4,"MOB family member 4, phocein"
ENSG00000115541,1,0,0,3336,HSPE1,heat shock protein family E (Hsp10) member 1
ENSG00000144381,1,0,0,3329,HSPD1,heat shock protein family D (Hsp60) member 1
ENSG00000115520,1,0,0,80219,COQ10B,coenzyme Q10B
ENSG00000213104,1,0,0,,,
ENSG00000119041,1,0,0,9330,GTF3C3,general transcription factor IIIC subunit 3
ENSG00000204253,1,0,0,,,
ENSG00000128699,1,0,0,94101,ORMDL1,ORMDL sphingolipid biosynthesis regulator 1
ENSG00000128694,1,0,0,64172,OSGEPL1,O-sialoglycoprotein endopeptidase like 1
ENSG00000138381,1,0,0,54529,ASNSD1,asparagine synthetase domain containing 1
ENSG00000144369,0,0,1,165215,FAM171B,family with sequence similarity 171 member B
ENSG00000065548,1,0,0,55854,ZC3H15,zinc finger CCCH-type containing 15
ENSG00000163002,1,0,0,129401,NUP35,nucleoporin 35
ENSG00000162999,1,0,0,142679,DUSP19,dual specificity phosphatase 19
ENSG00000180228,1,0,0,8575,PRKRA,protein activator of interferon induced protein kinase EIF2AK2
ENSG00000154518,1,0,0,518,ATP5MC3,ATP synthase membrane subunit c locus 3
ENSG00000235655,1,0,0,,,
ENSG00000138430,1,0,0,29789,OLA1,Obg like ATPase 1
ENSG00000144354,1,0,0,83879,CDCA7,cell division cycle associated 7
ENSG00000115844,0,0,1,1746,DLX2,distal-less homeobox 2
ENSG00000213160,1,0,0,100526832,PHOSPHO2-KLHL23,PHOSPHO2-KLHL23 readthrough
ENSG00000213160,1,0,0,151230,KLHL23,kelch like family member 23
ENSG00000138399,1,0,0,79675,FASTKD1,FAST kinase domains 1
ENSG00000115271,1,0,0,25801,GCA,grancalcin
ENSG00000115233,1,0,0,10213,PSMD14,"proteasome 26S subunit, non-ATPase 14"
ENSG00000136560,1,0,0,10010,TANK,TRAF family member associated NFKB activator
ENSG00000153246,0,0,1,22925,PLA2R1,phospholipase A2 receptor 1
ENSG00000196151,1,0,0,151525,WDSUB1,"WD repeat, sterile alpha motif and U-box domain containing 1"
ENSG00000213189,1,0,0,,,
ENSG00000144283,-1,0,0,8502,PKP4,plakophilin 4
ENSG00000227682,1,0,0,,,
ENSG00000230251,1,0,0,,,
ENSG00000123609,1,0,0,9111,NMI,N-myc and STAT interactor
ENSG00000168288,1,0,0,27249,MMADHC,metabolism of cobalamin associated D
ENSG00000228236,1,0,0,,,
ENSG00000150556,1,0,0,130576,LYPD6B,LY6/PLAUR domain containing 6B
ENSG00000115947,1,0,0,5000,ORC4,origin recognition complex subunit 4
ENSG00000233045,1,0,0,,,
ENSG00000150540,1,0,0,3176,HNMT,histamine N-methyltransferase
ENSG00000230037,1,0,0,,,
ENSG00000115850,0,0,-1,3938,LCT,lactase
ENSG00000144224,1,0,0,23190,UBXN4,UBX domain protein 4
ENSG00000082258,1,0,0,905,CCNT2,cyclin T2
ENSG00000152127,-1,0,0,4249,MGAT5,"alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase"
ENSG00000232760,-1,0,0,,,
ENSG00000213222,-1,0,0,,,
ENSG00000152102,-1,0,0,130074,FAM168B,family with sequence similarity 168 member B
ENSG00000072135,-1,0,0,26469,PTPN18,protein tyrosine phosphatase non-receptor type 18
ENSG00000136699,-1,0,0,55627,SMPD4,sphingomyelin phosphodiesterase 4
ENSG00000136720,-1,0,0,9394,HS6ST1,heparan sulfate 6-O-sulfotransferase 1
ENSG00000270081,1,0,0,,,
ENSG00000072163,0,0,1,55679,LIMS2,LIM zinc finger domain containing 2
ENSG00000236682,1,0,0,,,
ENSG00000136732,0,0,-1,2995,GYPC,glycophorin C (Gerbich blood group)
ENSG00000211460,1,0,0,7247,TSN,translin
ENSG00000115112,-1,0,0,29842,TFCP2L1,transcription factor CP2 like 1
ENSG00000186132,1,0,0,130355,C2orf76,chromosome 2 open reading frame 76
